variable	gene_type	medianVal	meanVal	fracCytNucTotals
readsCytFraction	lncRNA	0.366666666666667	0.407672908176748	0.351008370925406
readsCytFraction	mRNA	0.560720771459856	0.536580852837378	0.592523695844624
readsPerKbRatioCytFraction	lncRNA	0.371261978979748	0.41033431980412	0.550717851763324
readsPerKbRatioCytFraction	mRNA	0.566111034297881	0.540447746873829	0.662325792859244
RPKM_cytFraction	lncRNA	0.297154554390961	0.354944307476721	0.474815575630751
RPKM_cytFraction	mRNA	0.478530088460955	0.471370414350692	0.580779834181376
RPKM_spikeIn_cytFraction	lncRNA	0.389757785582673	0.421170033221738	0.580606567986937
RPKM_spikeIn_cytFraction	mRNA	0.57673835461934	0.549832650126863	0.672585129507449
